StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff
2,NSW,Calare,109,7,Spring Hill,Current,Spring Hill Public School,Seaton St, ,,SPRING HILL,NSW,2800,299,,,Entrance to school grounds via Seaton St Entrance to polling place via disabled access to classroom,-33.3997,149.151,1140605,Assisted,271,19,1,0
2,NSW,Calare,109,7,Spring Terrace,Current,Spring Terrace Public School,Forest Rd, ,,SPRING TERRACE,NSW,2798,300,,,Entrance to school grounds via Forest Rd Entrance to polling place via disabled access to classroom,-33.3940137,149.0967575,1140305,Assisted,272,20,1,0
2,NSW,Calare,109,7,Sydney (Calare),Current,Sydney Town Hall,George St, ,,SYDNEY,NSW,2000,14036,,Sydney Town Hall Square,via Town Hall Square,-33.8735,151.207,1400114,Assisted,41,3,0,0
2,NSW,Calare,109,7,The Lagoon,Abolition,,,,,,,,304,,,,,,0,,0,0,0,0
2,NSW,Calare,109,7,Trundle,Current,Trundle Central School,cnr Croft & Forbes Sts, ,,TRUNDLE,NSW,2875,2228,,,2 entrances to school grounds - main entrance via Forbes St and entrance via Croft St Entrance to polling place via door to Admin building,-32.9255,147.71,1031102,Assisted,390,53,1,1
2,NSW,Calare,109,7,Trunkey,Current,Trunkey Public School,Bathurst-Goulburn Rd, ,,TRUNKEY,NSW,2795,1808,,,Entrance to school grounds via Bathurst- Goulburn Rd Entrance to polling place via door to classroom,-33.8222481,149.3288065,1141305,None,121,7,1,0
2,NSW,Calare,109,7,Tullamore,Current,Tullamore Central School,Hinkler St, ,,TULLAMORE,NSW,2874,2229,,,2 entrances to school grounds via Hinkler St Entrance to polling place via door to Admin building,-32.6356,147.565,1031103,Assisted,196,56,1,0
2,NSW,Calare,109,7,Tweed Mills,Current,Fatima Hall,1102 Great Western Hwy, ,,LITHGOW,NSW,2790,306,,,2 entrances to polling place - main entrance via carpark in Tweed Rd and pedestrian entrance via Great Western Hwy,-33.4848816,150.1348122,1142304,Assisted,858,110,2,1
2,NSW,Calare,109,7,Vale Of Clwydd,Current,Vale Of Clwydd Community Hall,9 Mort St, ,,LITHGOW,NSW,2790,308,,,Entrance to polling place via Mort St,-33.4821,150.175,1142409,Assisted,558,38,2,1
2,NSW,Calare,109,7,Wallerawang,Current,Wallerawang Public School,Barton Ave, ,,WALLERAWANG,NSW,2845,309,,,2 entrances to school grounds via Barton Ave Entrance to polling place via main doors to hall,-33.4196,150.071,1142201,Assisted,1293,85,3,1
2,NSW,Calare,109,7,Warroo,Abolition,,,,,,,,2232,,,,,,0,,0,0,0,0
2,NSW,Calare,109,7,Wattle Flat,Current,Wattle Flat Public School,Sofala Rd, ,,WATTLE FLAT,NSW,2795,310,,,2 entrances to school grounds - 1 via Sofala Rd and 1 via carpark at the rear of the school Entrance to polling place via main door to hall,-33.1422,149.692,1141510,None,182,19,1,0
2,NSW,Calare,109,7,Wirrinya,Current,Progress & Sports Association Building,Wirrinya Rd, ,,WIRRINYA,NSW,2871,2237,,,Entrance to polling place via main gate in Wirrinya Rd,-33.6681375,147.8084084,1030609,Assisted,73,11,1,0
2,NSW,Calare,109,7,Yeoval,Current,Yeoval Central School,Obley St, ,,YEOVAL,NSW,2868,2240,,,Entrance to school grounds via King St Entrance to polling place via main doors to hall,-32.7549609,148.6500868,1140102,Assisted,317,114,1,2
2,NSW,Calare,109,7,Yetholme,Current,Yetholme Community Hall,32 Porters Lane, ,,YETHOLME,NSW,2795,261,,,Entrance to polling place via Porters La,-33.4478,149.817,1141506,Assisted,177,19,1,0
2,NSW,Charlton,110,8,Arcadia Vale,Current,Arcadia Vale Public School,Glade St, ,,ARCADIA VALE,NSW,2283,323,,,Entrance to school by Glade St and Short St,-33.0608,151.58,1120707,Assisted,889,72,2,1
2,NSW,Charlton,110,8,Argenton,Current,Argenton Community Hall,Elizabeth St,,,ARGENTON,NSW,2284,324,,,Entry from Elizabeth St only,-32.93571,151.63139,1120211,Assisted,860,86,2,1
2,NSW,Charlton,110,8,Awaba,Current,Awaba Public School,Mulbring St,,,AWABA,NSW,2283,325,,,Enter through Nellinda St Gate.,-33.0111,151.538,1120304,None,257,27,1,0
2,NSW,Charlton,110,8,Barnsley,Current,Barnsley Public School,Cliffbrook St, ,,BARNSLEY,NSW,2301,326,,,All entrances off Ciffbrook St and Weir Rd Carpark,-32.9324,151.594,1120202,Assisted,1478,119,3,2
2,NSW,Charlton,110,8,Biraban,Current,Biraban Public School,Beckley St, ,,TORONTO,NSW,2283,373,,,Entrance from carpark at Beckley St and gate.,-33.0081,151.575,1120910,Assisted,1189,110,3,1
2,NSW,Charlton,110,8,Blackalls,Current,Blackalls Park Public School,Charles St, ,,BLACKALLS PARK,NSW,2283,327,,,No other entrance open,-32.9983,151.577,1120909,None,1451,95,3,1
2,NSW,Charlton,110,8,Bolton Point,Current,Bolton Point Community Hall,Middlepoint Rd,,,BOLTON POINT,NSW,2283,329,,,One entrance from footpath on Middlepoint Rd.,-33.0015119,151.6075882,1120408,Assisted,648,33,2,1
2,NSW,Charlton,110,8,Bonnells Bay,Current,Bonnells Bay Public School,Morisset Park Rd,,,BONNELLS BAY,NSW,2264,579,,,Main entrance Morisset Park Rd and ramp for disabled next to steps. Pedestrians can access school on Fishery Point Rd near school crossing.,-33.1136,151.516,1120607,None,2824,290,6,3
2,NSW,Charlton,110,8,Booragul,Current,Booragul Public School,2A Aspinall St, ,,BOORAGUL,NSW,2284,331,,,"Main entrance on Aspinall St, additional entrance open on Marmong St",-32.9736935,151.6110609,1120412,Assisted,1287,101,3,1
2,NSW,Charlton,110,8,Cameron Park,Appointment,Cameron Park Community Centre,107 Northlakes Dr,,,CAMERON PARK,NSW,2285,38331,,,Northlakes Dr front and back doors to hall open.,-32.909808,151.61079,1120113,Assisted,1616,73,4,1
2,NSW,Charlton,110,8,Cardiff,Current,Cardiff Public School,Macquarie Rd, ,,CARDIFF,NSW,2285,333,,,Entrances off Macquarie Rd and Russell St.,-32.9465,151.658,1121310,Assisted,2735,286,6,3
2,NSW,Charlton,110,8,Cardiff East,Current,John Young Community Hall,24 Thomas St,,,CARDIFF,NSW,2285,334,,,One entrance direct from footpath on Thomas St.,-32.9431952,151.6626115,1121304,Assisted,510,64,2,1
2,NSW,Charlton,110,8,Cardiff Heights,Current,Cardiff Heights Baptist Church,35 Main Rd,,,CARDIFF HEIGHTS,NSW,2285,335,,,Entrance from car park on Main Rd,-32.9377159,151.6830912,1121409,Assisted,1031,88,3,1
2,NSW,Charlton,110,8,Cardiff North,Current,Cardiff North Public School,Wansbeck Valley Rd, ,,CARDIFF,NSW,2285,336,,,Entrance off Wansbeck Valley Rd and Bryon St. Byron St access for elderly and parking for disabled.,-32.9372,151.665,1121305,Assisted,1518,113,4,2
2,NSW,Charlton,110,8,Cardiff South,Current,Cardiff South Public School,Lake Ave, ,,CARDIFF SOUTH,NSW,2285,337,,,Entrances on Lake Ave and Fourth St,-32.9526,151.666,1121412,Assisted,1825,161,4,2
2,NSW,Charlton,110,8,Carey Bay,Current,Toronto Scout Hall,74 Excelsior Pde, ,,CAREY BAY,NSW,2283,338,,,Direct from footpath on Excelsior Pde.,-33.02354,151.60382,1120806,Assisted,1217,107,3,1
2,NSW,Charlton,110,8,Coal Point,Current,Coal Point Public School,Coal Point Rd, ,,COAL POINT,NSW,2283,339,,,Two gate entrances on Coal Point Rd and entrance on Rofe St.,-33.0416,151.61,1120807,Assisted,967,61,2,1
2,NSW,Charlton,110,8,Cooranbong,Current,Cooranbong Public School,Government Rd, ,,COORANBONG,NSW,2265,340,,,Access from Government Rd,-33.0789224,151.4411654,1120507,Assisted,1240,121,3,2
2,NSW,Charlton,110,8,Dora Creek,Current,Dora Creek Hall,2 Doree Pl,,,DORA CREEK,NSW,2264,341,,,Direct from footpath on Doree Place.,-33.0845438,151.5020451,1120310,Assisted,1556,168,4,2
2,NSW,Charlton,110,8,Edgeworth,Current,Edgeworth Public School,Minmi Rd,,,EDGEWORTH,NSW,2285,342,,Minmi Rd & Oakville Rd,Entrances from Minmi Rd and Oakville Rd,-32.923776,151.622072,1120107,Assisted,3800,362,8,4
2,NSW,Charlton,110,8,Edgeworth Heights,Current,Hawkins Masonic Retirement Village,Northville Dr, ,,EDGEWORTH,NSW,2285,351,,,Vehicle/pedestrian access off Northville Drive.,-32.9260171,151.6057703,1120203,Assisted,1502,96,4,1
2,NSW,Charlton,110,8,Edgeworth West,Abolition,Cameron Park Community Centre,107 Northlakes Dr,,,CAMERON PARK,NSW,2285,38331,,,,,,0,,0,0,0,0
2,NSW,Charlton,110,8,Elermore Vale,Current,Elermore Vale Public School,Jubilee Rd, ,,ELERMORE VALE,NSW,2287,1869,,,Entrance from Jubilee and Croudace Rds . Watkins Rd access for pedestrians only,-32.9149,151.666,1100510,Assisted,2539,223,6,3
2,NSW,Charlton,110,8,Fassifern,Current,Fassifern Public School,9 Miller Rd, ,,FASSIFERN,NSW,2283,346,,,Driveway and main pedestrian access both in Miller Rd,-32.9832256,151.5832629,1120411,Assisted,770,58,2,1
2,NSW,Charlton,110,8,Fennell Bay,Current,Fennell Bay Public School,Bay Rd, ,,FENNELL BAY,NSW,2283,347,,,Bay Rd near intersection,-32.9923,151.602,1120405,Assisted,1189,130,3,2
2,NSW,Charlton,110,8,Garden Suburb,Current,Garden Suburb Public School,Prospect Rd,,,GARDEN SUBURB,NSW,2289,348,,,Entrance via gates on Prospect Rd and Progress Pl,-32.9440547,151.6782166,1121408,Assisted,1291,233,3,3
2,NSW,Charlton,110,8,Glendale,Current,John Laverty Hall,30 Oakland St,,,GLENDALE,NSW,2285,349,,,Entrance via Oakland St,-32.926605,151.642866,1120208,None,308,30,1,0
2,NSW,Charlton,110,8,Glendale East,Current,Glendale East Public School,8 Margot Ave, ,,GLENDALE,NSW,2285,350,,,"Entrances are Margot Ave, Pandel Ave and Clarence St from carpark.",-32.9272507,151.6539173,1121302,Assisted,1491,101,3,1
2,NSW,Charlton,110,8,Glendore,Current,Glendore Public School,295 Maryland Dr,,,MARYLAND,NSW,2287,34361,,,Entrance to grounds:Gate on Maryland Dr also via carpark Maryland Dr. General access via Garawon Close also.,-32.8737,151.651,1100211,Assisted,1734,129,4,2
2,NSW,Charlton,110,8,Hillsborough (Charlton),Current,Hillsborough Public School,83 Waratah Ave, ,,CHARLESTOWN,NSW,2290,43978,,,Entrance to polling place: Main doors to school hall. Entrance to school grounds: Off Waratah Ave.,-32.9595234,151.6805364,1121512,None,395,9,1,0
2,NSW,Charlton,110,8,Kilaben Bay,Current,Kilaben Bay Community Hall,Kilaben Rd, ,,KILABEN BAY,NSW,2283,354,,,Access from footpath and from parking area at the side.,-33.0256148,151.5939034,1120801,Assisted,611,35,2,1
2,NSW,Charlton,110,8,Lambton (Charlton),Current,St John The Baptist Anglican Church Hall Lambton,Morehead St, ,,LAMBTON,NSW,2299,56830,,,Entrance to polling place: Main door to hall next to the church at rear of block accessed from main gate on Morehead Rd.,-32.9147,151.709,1100708,Assisted,866,23,2,1
2,NSW,Charlton,110,8,Martindale St,Current,Wallsend Public School,Martindale St,,,WALLSEND,NSW,2287,33727,,,Martindale St has two gates open for access.,-32.9083,151.672,1100602,Assisted,1193,159,3,2
2,NSW,Charlton,110,8,Martinsville,Abolition,,,,,,,,360,,,,,,0,,0,0,0,0
2,NSW,Charlton,110,8,Maryland,Current,Maryland Public School,John T Bell Dr, ,,MARYLAND,NSW,2287,1883,,,Entrance to grounds: Main gate and gate via carpark on John T Bell Dr,-32.882,151.659,1100322,Assisted,3155,216,7,2
2,NSW,Charlton,110,8,Minmi,Current,Minmi Progress Hall,100 Woodford St, ,,MINMI,NSW,2287,361,,,"Entrance to polling place: Main door to hall, access on Woodford St.",-32.8838,151.614,1100210,Assisted,675,101,2,1
2,NSW,Charlton,110,8,Morisset,Current,Morisset Public School,Terrigal St, ,,MORISSET,NSW,2264,362,,,Three pedestrian gates - Terrigal St and two carpark gates,-33.1029,151.489,1120513,Assisted,1611,248,4,3
2,NSW,Charlton,110,8,Morisset Peninsula,Current,South Lake Macquarie Amateur Sailing Club,1A Sunshine Pde,,,SUNSHINE,NSW,2264,609,,,Access direct from parking area at 1A Sunshine Pde.,-33.1116124,151.5644421,1120605,Assisted,995,68,2,1
2,NSW,Charlton,110,8,New Lambton Heights,Current,New Lambton Heights Infants School,176 Lookout Rd, ,,NEW LAMBTON HEIGHTS,NSW,2305,2713,,,Access from Lookout Rd and Marshall St.,-32.9347209,151.6889388,1102201,None,762,133,2,2
2,NSW,Charlton,110,8,Pittown,Current,St Patrick's Parish Hall,11 Macquarie St, ,,WALLSEND,NSW,2287,1891,,,Main entrance to hall on Wentworth St. One entry for disabled the other has a number of steps.,-32.9000437,151.6642575,1100505,Assisted,812,102,2,1
2,NSW,Charlton,110,8,Plattsburg,Current,Callaghan College Wallsend Campus,Macquarie St, ,,WALLSEND,NSW,2287,1892,,,Two entrances on Macquarie Street open.,-32.8921027,151.6680192,1100401,None,2105,283,5,3
2,NSW,Charlton,110,8,Rathmines,Current,Rathmines Public School,Secret Corner Rd, ,,RATHMINES,NSW,2283,365,,,Entrances from Secret Corner Rd and Rosemary Row.,-33.04295,151.58944,1120702,Assisted,2433,210,5,2
2,NSW,Charlton,110,8,Silver Ridge,Current,Silver Ridge Community Hall,Iranda Gr, ,,WALLSEND,NSW,2287,1906,,,Access direct from footpath on Iranda Gr,-32.9067,151.683,1100607,Assisted,890,134,2,2
2,NSW,Charlton,110,8,Speers Point,Current,Lake Macquarie City Council Administration Centre,126-138 Main Rd, ,,SPEERS POINT,NSW,2284,367,,,Entrances from Main Rd and Lakeview Rd,-32.960172,151.623426,1121208,Assisted,2217,234,5,3
2,NSW,Charlton,110,8,Sydney (Charlton),Current,Sydney Town Hall,George St, ,,SYDNEY,NSW,2000,14038,,Sydney Town Hall Square,via Town Hall Square,-33.8735,151.207,1400114,Assisted,42,1,0,0
2,NSW,Charlton,110,8,Teralba,Current,Teralba Public School,57 York St, ,,TERALBA,NSW,2284,370,Library,,Entrances from York St and William St,-32.9627,151.606,1120401,Assisted,1041,95,3,1
2,NSW,Charlton,110,8,Toronto,Current,Toronto Multi-Purpose Centre,9 Thorne St,,,TORONTO,NSW,2283,371,,,Access direct from parking area on Thorne St.,-33.0115,151.592,1120907,Assisted,769,74,2,1
2,NSW,Charlton,110,8,Toronto North,Current,Toronto Public School,Carey St, ,,TORONTO,NSW,2283,372,,,Renwick St (pedestrian) and Bay St (car park and pedestrian),-33.0085866,151.5950805,1120908,Assisted,663,75,2,1
2,NSW,Charlton,110,8,Wallsend,Current,Wallsend Uniting Church Hall,19 Metcalfe St,,,WALLSEND,NSW,2287,38205,,,Entrance from Metcalfe St,-32.9047523,151.6699732,1100601,Assisted,1551,213,4,2
2,NSW,Charlton,110,8,Wallsend South,Current,Wallsend South Public School,Smith Rd, ,,ELERMORE VALE,NSW,2287,1901,,,"Entrances from Smith Rd, preferred option and Grandview Rd",-32.9206289,151.6753603,1100608,Assisted,2881,240,6,3
2,NSW,Charlton,110,8,Wangi Wangi,Current,Wangi Wangi Public School,37 Dobell Dr, ,,WANGI WANGI,NSW,2267,375,,,Main entrance and carpark off Dobell Dr. Also Beach Rd via a gate.,-33.0724,151.583,1120711,Assisted,1655,168,4,2
2,NSW,Charlton,110,8,Warners Bay (Charlton),Current,Warners Bay High School,1 Myles Ave, ,,WARNERS BAY,NSW,2282,43974,,,Access from footpath & stairs off Myles Ave in front of main entrance to the MPC Disabled access is to the left of this.,-32.96822,151.6523955,1121102,Assisted,996,33,2,0
2,NSW,Charlton,110,8,Warners Bay North,Current,Lakelands Community Hall,Ambleside Crct,,,LAKELANDS,NSW,2282,32802,,,Only entrance off Ambleside Crct,-32.9656758,151.6487577,1121112,Assisted,1539,136,4,2
2,NSW,Charlton,110,8,West Wallsend,Current,West Wallsend High School,2 Appletree Rd,,,WEST WALLSEND,NSW,2286,379,,,Two entrances on Appletree Rd - one pedestrian & one from carpark.,-32.9112051,151.5822231,1120104,Assisted,2131,162,5,2
2,NSW,Charlton,110,8,Woodrising,Current,Woodrising Neighbourhood Centre,80 Hayden Brook Rd,,,WOODRISING,NSW,2284,31717,,,From carpark at Woodrising Shopping Centre,-32.981997,151.606809,1120413,Assisted,540,38,2,1
2,NSW,Charlton,110,8,Wyee,Current,Wyee Community Hall,100 Wyee Rd,,,WYEE,NSW,2259,623,,,Access from carpark at 100 Wyee Rd,-33.1763429,151.4813612,1120508,Assisted,1521,231,4,3
2,NSW,Charlton,110,8,Wyee Point,Current,Mecca Village,71 Ruttleys Rd, ,,WYEE,NSW,2259,31719,,,Access off parking area on Ruttleys Rd.,-33.1510018,151.523603,1120503,None,242,20,1,0
2,NSW,Chifley,111,9,Arndell Park North,Current,Evans High School,166 Walters Rd,,,BLACKTOWN,NSW,2148,413,,,1. Walters Road Gate.,-33.78707,150.89061,1272513,Assisted,3917,406,8,4
2,NSW,Chifley,111,9,Bidwill,Current,Bidwill Public School,Bunya Rd, ,,BIDWILL,NSW,2770,385,,Bunya Rd,1. Bunya Rd,-33.7339,150.826,1270503,None,1844,157,4,2
2,NSW,Chifley,111,9,Blackett,Current,Blackett Public School,Boldrewood Rd, ,,BLACKETT,NSW,2770,386,,,1. Boldrewood Rd,-33.7395,150.816,1270506,Assisted,1728,174,4,2
2,NSW,Chifley,111,9,Blacktown,Current,Nagle College,58A Orwell St,,,BLACKTOWN,NSW,2148,11947,,,1. Orwell St gates,-33.79014,150.90159,1272413,Assisted,1470,236,3,3
2,NSW,Chifley,111,9,Blacktown Central (Chifley),Appointment,Alpha Park,Alpha Park Centre,Alpha St,,BLACKTOWN,NSW,2148,58849,,Alpha St,,-33.7711626,150.9040383,1271506,Assisted,363,10,1,0
2,NSW,Chifley,111,9,Blacktown South (Chifley),Current,Blacktown South Public School,183 Flushcombe Rd, ,,BLACKTOWN,NSW,2148,388,,,Flushcombe Rd,-33.78035,150.9058,1272408,Assisted,1485,222,3,3
2,NSW,Chifley,111,9,Blacktown West,Current,Blacktown West Public School,Lancaster St, ,,BLACKTOWN,NSW,2148,12049,,,Lancaster Rd,-33.7705,150.893,1271504,Assisted,3273,383,7,4
2,NSW,Chifley,111,9,Dean Park,Current,William Dean Public School,Yarramundi Dr, ,,DEAN PARK,NSW,2761,1027,,,2 gates off Yarramundi Drive,-33.7339,150.858,1271008,Assisted,1753,187,4,2
2,NSW,Chifley,111,9,Dharruk,Current,Dawson Public School,Stuart Rd, ,,DHARRUK,NSW,2770,392,,,1. Stuart Rd,-33.7475,150.817,1270607,None,1607,178,4,2
2,NSW,Chifley,111,9,Doonside,Current,Doonside Public School,Kildare Rd, ,,DOONSIDE,NSW,2767,393,,Kildare Rd,1. Kildare RD,-33.765,150.872,1272301,Assisted,2089,206,5,2
2,NSW,Chifley,111,9,Doonside North,Current,Doonside Technology High School,Power St, ,,DOONSIDE,NSW,2767,1028,,,1. Power St,-33.7563,150.875,1271411,Assisted,4283,394,9,4
2,NSW,Chifley,111,9,Eastern Creek,Current,Eastern Creek Public School,Rooty Hill Rd Sth, ,,EASTERN CREEK,NSW,2766,395,,,1.Cawarra St Pedestrian Gate at rear of   school.,-33.7867,150.853,1270916,None,760,84,2,1
2,NSW,Chifley,111,9,Emerton,Current,Emerton Public School,Hindemith Ave, ,,EMERTON,NSW,2770,396,,,1. Hindemith Ave,-33.7452466,150.8058686,1270407,Assisted,653,63,2,1
2,NSW,Chifley,111,9,Glendenning,Current,Glendenning Public School,Armitage Dr, ,,GLENDENNING,NSW,2761,31463,,,1. Armitage Dr,-33.7425,150.852,1272701,Assisted,2562,228,6,3
2,NSW,Chifley,111,9,Hassall Grove,Current,Hassall Grove Public School,Buckwell Dr, ,,HASSALL GROVE,NSW,2761,31030,,,1. Buckwell Dr,-33.7361,150.84,1273010,Assisted,3348,328,7,3
2,NSW,Chifley,111,9,Hebersham,Current,Hebersham Public School,Andover Cres, ,,HEBERSHAM,NSW,2770,397,,,1. Andover Cres,-33.7477,150.825,1270604,Assisted,2215,194,5,2
2,NSW,Chifley,111,9,Lethbridge Park,Current,Lethbridge Park Public School,Copeland Rd, ,,LETHBRIDGE PARK,NSW,2770,399,,,1. Bouganville Rd,-33.7381603,150.8008757,1270406,None,2028,228,5,3
2,NSW,Chifley,111,9,Marayong,Current,Marayong Public School,Davis Rd, ,,MARAYONG,NSW,2148,1036,,,3 gates off Davis Rd 1 side gate off Richmond Rd.,-33.7565,150.895,1271310,Assisted,2347,459,5,5
2,NSW,Chifley,111,9,Marayong Heights,Current,Marayong Heights Public School,Guerie St, ,,MARAYONG,NSW,2148,1037,,,"1 main gate off Gueire St, 1 gate off Shields st",-33.7429,150.896,1271307,Assisted,1226,163,3,2
2,NSW,Chifley,111,9,Marayong South,Current,Marayong South Public School,McClean St, ,,BLACKTOWN,NSW,2148,1038,,,1.McClean St 2.Tuggerah Place,-33.7606,150.885,1271416,Assisted,1110,115,3,2
2,NSW,Chifley,111,9,Marayong West,Current,St Andrews College JPII Campus,Breakfast Rd,,,MARAYONG,NSW,2148,1030,,,1. Breakfast Road gate,-33.7493,150.889,1271302,Assisted,2164,242,5,3
2,NSW,Chifley,111,9,Marsden Park,Current,Marsden Park Public School,361-363 Garfield Rd W, ,,MARSDEN PARK,NSW,2765,1039,,,2 Gates off Garfield Road West,-33.696,150.834,1270109,None,822,238,2,3
2,NSW,Chifley,111,9,Minchinbury,Current,Minchinbury Public School,McFarlane Dr, ,,MINCHINBURY,NSW,2770,401,,,1. McFarlane Dr- Middle Gate (no steps),-33.7875,150.831,1272503,Assisted,3052,308,7,3
2,NSW,Chifley,111,9,Mount Druitt,Appointment,Kevin Betts Stadium,Ralph Pl,,,MOUNT DRUITT,NSW,2770,402,,,,-33.7672611,150.825511,1270710,Full,1301,209,3,2
2,NSW,Chifley,111,9,Mount Druitt Hospital,Abolition,Kevin Betts Stadium,Ralph Pl,,,MOUNT DRUITT,NSW,2770,402,,,,,,0,,0,0,0,0
2,NSW,Chifley,111,9,Mount Druitt North,Current,Mount Druitt Public School,Belmore Ave, ,,MOUNT DRUITT,NSW,2770,403,,Northern Gate Only,1. Belmore Ave (Northern gate),-33.7639,150.812,1270710,None,2490,280,5,3
2,NSW,Chifley,111,9,Mount Druitt South,Current,Colyton Public School,Nelson St, ,,MOUNT DRUITT,NSW,2770,404,,,1. Nelson St,-33.7749,150.814,1270808,Full,2630,273,6,3
2,NSW,Chifley,111,9,Plumpton,Current,Plumpton Public School,Bottles Rd, ,,PLUMPTON,NSW,2761,406,,,1. Bottles Rd,-33.7491,150.838,1273002,Assisted,4503,329,10,3
2,NSW,Chifley,111,9,Quakers Hill,Current,Quakers Hill Public School,Medlow Dr, ,,QUAKERS HILL,NSW,2763,1046,,,2 gates off Medlow Drive ad 1 gate off Quakers Rd.,-33.7377,150.885,1271309,Assisted,2163,216,5,2
2,NSW,Chifley,111,9,Quakers Hill East (Chifley),Current,Quakers Hill High School,70 Lalor Rd, ,,QUAKERS HILL,NSW,2763,56862,,,2 gates off Lalor Rd,-33.7292,150.896,1271209,Assisted,632,17,2,0
2,NSW,Chifley,111,9,Rooty Hill East,Abolition,,,,,,,,405,,,,,,0,,0,0,0,0
2,NSW,Chifley,111,9,Rooty Hill North,Current,Rooty Hill Public School,Rooty Hill Rd N,,,ROOTY HILL,NSW,2766,407,,Westminster Street,1. Westminster St,-33.769,150.841,1270903,Assisted,3487,297,7,3
2,NSW,Chifley,111,9,Rooty Hill South,Current,Rooty Hill School of Arts,32 Rooty Hill Rd Sth,,,ROOTY HILL,NSW,2766,408,,,1. Rooty Hill Rd Sth,-33.77585,150.84702,1270904,Assisted,2467,190,5,2
2,NSW,Chifley,111,9,Schofields (Chifley),Appointment,Schofields Public School,St Albans Rd, ,,SCHOFIELDS,NSW,2762,58848,,Junction Rd,Junction Rd gate nearest to hall,-33.6923163,150.8749195,1270107,Assisted,308,8,1,0
2,NSW,Chifley,111,9,Shalvey,Current,Shalvey Public School,Laver St, ,,SHALVEY,NSW,2770,411,,,1. Laver St,-33.7278,150.807,1270204,Full,1632,191,4,2
2,NSW,Chifley,111,9,Sydney (Chifley),Current,Sydney Town Hall,George St, ,,SYDNEY,NSW,2000,14039,,Sydney Town Hall Square,via Town Hall Square,-33.8735,151.207,1400114,Assisted,76,2,0,0
2,NSW,Chifley,111,9,Tregear,Current,Tregear Public School,Ellsworth Dr, ,,TREGEAR,NSW,2770,412,,Nunatak La,1. Nunatak lane,-33.7453707,150.7948779,1270305,Assisted,2125,230,5,3
2,NSW,Chifley,111,9,Whalan,Current,Whalan Public School,Karangi Rd, ,,WHALAN,NSW,2770,414,,,1. Karangi Rd,-33.7526,150.81,1270704,Assisted,1668,197,4,2
2,NSW,Chifley,111,9,Whalan South,Current,Madang Avenue Public School,Mimika Ave, ,,WHALAN,NSW,2770,400,,,1. Mimika Ave,-33.7602,150.805,1270701,Assisted,492,79,1,1
2,NSW,Chifley,111,9,Willmot,Current,Willmot Public School,Discovery Ave, ,,WILLMOT,NSW,2770,415,,,1. Discovery Ave,-33.7256,150.794,1270310,Assisted,1215,155,3,2
2,NSW,Chifley,111,9,Woodcroft,Current,New Life Christian Church,240 Richmond Rd, ,,WOODCROFT,NSW,2767,32335,,,Driveway on Richmond Rd.,-33.7496,150.882,1271415,Full,1507,119,4,2
2,NSW,Cook,112,10,Bonnet Bay,Current,Bonnet Bay Public School,34R Tudar Rd, ,,BONNET BAY,NSW,2226,1194,,,Entrance to school grounds from Tudar Rd School grounds are not fenced.,-34.0127882,151.0561757,1310712,Assisted,1312,126,3,2
2,NSW,Cook,112,10,Burraneer Bay,Current,Burraneer Bay Public School,161 Burraneer Bay Rd, ,,BURRANEER,NSW,2230,417,,,Burraneer Bay Rd & Gannons Rd,-34.0507,151.133,1311903,Full,3889,225,8,3
2,NSW,Cook,112,10,Caravan Head,Abolition,,,,,,,,1196,,,,,,0,,0,0,0,0
2,NSW,Cook,112,10,Caringbah,Appointment,Sutherland Hospital Clinic,Kingsway, ,,CARINGBAH,NSW,2229,438,,,Kingsway Main Hospital Entrance,-34.0366,151.115,1311609,Full,622,156,2,2
2,NSW,Cook,112,10,Caringbah Central,Current,St Philip's Anglican Church Hall,402 Port Hacking Rd, ,,CARINGBAH,NSW,2229,419,,Combara Ave,Port Hacking Rd,-34.0462315,151.1230705,1311801,Full,1541,154,4,2
2,NSW,Cook,112,10,Caringbah North,Current,Caringbah High School,85 Willarong Rd, ,,CARINGBAH,NSW,2229,420,,,Willarong Rd,-34.03343,151.121,1311603,Assisted,2559,214,6,2
2,NSW,Cook,112,10,Caringbah South,Current,Caringbah Public School,Port Hacking Rd, ,,CARINGBAH SOUTH,NSW,2229,418,,Actinotus Ave,Actinotus Ave,-34.0537,151.123,1311703,None,3450,224,7,3
2,NSW,Cook,112,10,Caringbah West,Current,Laguna Street Public School,204 Caringbah Rd, ,,CARINGBAH SOUTH,NSW,2229,421,Assemly Hall,Taren Rd only,Laguna St Main Gate & Taren Rd Walkway Cabarita Pl(small gate at back),-34.0459,151.113,1311701,None,2272,127,5,2
2,NSW,Cook,112,10,Como,Current,School of Arts,Novara Cres,,,COMO,NSW,2226,1200,,,Novara Cres,-34.0035493,151.0682789,1310801,Assisted,703,50,2,1
2,NSW,Cook,112,10,Como West,Current,Como West Public School,Wolger St, ,,COMO,NSW,2226,1201,,,2 gated entrances from Taplan St. 2 gated entrances Wolger St(no high fenc ing),-34.0048,151.061,1310704,Assisted,2105,117,5,2
